record_id,sample_id,latitude,longitude,state,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,road_distance_m,settlement_distance_m,label,sample_type
B_7630,7630,23.27073303457064,92.42842324665746,mizoram,73,1,0,10,27.0,118.9218518649245,2572.9497580804873,0,background
B_7631,7631,23.776831103818132,93.292456409994,mizoram,1185,28,117,10,28.0,1187.349559942416,2485.7045432489367,0,background
B_7632,7632,23.38570762834464,92.98270229493949,mizoram,1372,20,59,30,34.0,54.84457064911553,1980.0191234918757,0,background
B_7633,7633,24.275523927636577,92.86453836317014,mizoram,65,19,70,30,29.0,4774.140792637677,5148.820545551419,0,background
B_7634,7634,23.074192701942643,92.49850539907922,mizoram,219,8,248,10,28.0,890.9297931262879,3727.467962323272,0,background
B_7635,7635,23.350945537384938,92.48447001934612,mizoram,356,16,30,10,27.0,4184.451959898844,4647.598229617655,0,background
B_7636,7636,24.07620145968404,92.84817208934668,mizoram,173,17,65,10,26.0,2473.1579127561595,4681.318057343407,0,background
B_7637,7637,23.459129996022774,92.49656621735669,mizoram,863,15,115,10,33.0,4566.718522676596,7996.1661996159455,0,background
B_7638,7638,23.020074716656723,92.55244639158576,mizoram,538,20,0,10,31.0,2778.646297814543,8579.419890908173,0,background
B_7639,7639,23.507299342263167,92.41659477273777,mizoram,815,34,276,10,30.0,209.3669368328924,3646.162732609432,0,background
B_7640,7640,22.274482105802424,92.83624340784768,mizoram,152,9,227,10,32.0,14.715727517470745,218.68206878274236,0,background
B_7641,7641,24.112103894338677,92.70849562769118,mizoram,398,17,112,10,29.0,1915.386439344056,5428.595324147685,0,background
B_7642,7642,22.92507989982801,93.02822957186368,mizoram,563,24,278,10,28.0,4359.199403213762,5645.16158788345,0,background
B_7643,7643,23.9985159058614,92.34959824680172,mizoram,111,16,14,10,29.0,2532.0922970339657,6927.958362799883,0,background
B_7644,7644,22.718918638263805,92.7799715782061,mizoram,255,11,260,10,31.0,3052.505131317496,5423.486571984095,0,background
B_7645,7645,23.183476140928512,92.84820943582884,mizoram,629,35,95,10,32.0,1168.4067375830275,5315.596117625559,0,background
B_7646,7646,23.75387305835767,93.2454345159212,mizoram,1008,22,200,10,30.0,1087.1013414432414,3192.598930810148,0,background
B_7647,7647,23.62394136849607,92.47779584610964,mizoram,651,35,351,10,32.0,266.67551927192125,7705.348809620667,0,background
B_7648,7648,23.47202584375965,92.36261880270128,mizoram,186,21,99,10,33.0,3036.6750774348584,5873.784592269297,0,background
B_7649,7649,22.953546083984214,93.12719328636013,mizoram,760,17,336,10,31.0,101.03058420581132,2931.3137217371623,0,background
B_7650,7650,24.012062547433946,92.42776687508186,mizoram,165,5,168,10,30.0,4986.695489055083,1028.2815313755684,0,background
B_7651,7651,22.629098424650728,92.80056274630591,mizoram,319,18,177,10,32.0,1888.4791165036072,5871.54394119906,0,background
B_7652,7652,22.92449902908993,92.60671698135148,mizoram,115,21,260,10,27.0,682.7767524540427,5453.255374325388,0,background
B_7653,7653,22.91219056091222,92.5961715318358,mizoram,117,15,97,10,28.0,766.9558990486477,3818.966880053913,0,background
B_7654,7654,22.278899694760806,93.19593232559008,mizoram,462,24,100,10,32.0,84.19404703372713,622.8319506590833,0,background
B_7655,7655,23.304403181627514,92.460898288843,mizoram,169,30,290,10,27.0,528.9984644997985,2915.6749752985975,0,background
B_7656,7656,23.13349951820736,92.40504987906895,mizoram,273,22,12,10,32.0,465.47250122148057,4921.854916421693,0,background
B_7657,7657,23.78039715715964,93.29093272604736,mizoram,1351,27,73,10,32.0,1322.0232766611484,2645.140633891142,0,background
B_7658,7658,23.416224737481336,92.39500590889496,mizoram,181,8,109,10,31.0,3197.5871964925486,3782.998941765304,0,background
B_7659,7659,23.060751851846124,92.62326187438347,mizoram,630,26,131,10,34.0,1388.0720392737132,8035.905102591897,0,background
B_7660,7660,22.29143717497107,92.83019191486832,mizoram,174,8,112,10,31.0,1770.1487770285692,1934.980831621927,0,background
B_7661,7661,22.22202332540288,92.88107944274849,mizoram,255,21,0,10,30.0,1308.362761591977,3107.426332627769,0,background
B_7662,7662,23.38089890141609,92.53161130538646,mizoram,603,23,166,10,32.0,3897.502214145309,4090.184601293621,0,background
B_7663,7663,22.82441190731244,93.1007562931278,mizoram,397,31,115,10,33.0,453.0325556122896,4806.3349475068335,0,background
B_7664,7664,23.075808872320295,92.39447341913386,mizoram,61,3,144,10,27.0,48.37855769204903,4950.29204312971,0,background
B_7665,7665,22.815389729629437,92.52206621616462,mizoram,501,12,71,10,30.0,270.38600805202555,4094.807410998888,0,background
B_7666,7666,22.57384344404055,93.0560679743214,mizoram,676,42,234,10,32.0,1327.4202224505775,3265.659712806182,0,background
B_7667,7667,22.08254775360003,92.93276454474888,mizoram,293,25,335,10,32.0,275.8559827406391,2607.6090092836384,0,background
B_7668,7668,22.75168389456459,92.76222478690208,mizoram,239,6,170,10,29.0,2146.6251775431806,6071.883355150734,0,background
B_7669,7669,23.973946438075153,92.58900960730372,mizoram,351,3,324,10,29.0,4590.941871417637,1409.384164304485,0,background
B_7670,7670,22.64789952176466,93.07857419152452,mizoram,594,28,106,10,28.0,1157.5966979827697,1742.1392134316327,0,background
B_7671,7671,22.931521979000095,93.02340897267692,mizoram,312,17,43,10,29.0,4285.023590158323,6085.186699405674,0,background
B_7672,7672,23.675696569809023,93.40372897858911,mizoram,1086,15,176,10,32.0,216.90019744554635,1791.7548632703597,0,background
B_7673,7673,23.280072461779888,92.4377791874892,mizoram,72,16,218,10,26.0,814.6198402951263,1603.6412150385145,0,background
B_7674,7674,23.64184490438365,93.23785358229136,mizoram,1200,12,41,10,30.0,1652.343031328877,2579.2805345799993,0,background
B_7675,7675,23.6584792453034,92.5324246464105,mizoram,382,25,254,10,29.0,985.7457120105286,6214.131115616579,0,background
B_7676,7676,23.008413127782408,92.61372103074432,mizoram,367,15,300,10,30.0,1149.402775727896,10401.492094373918,0,background
B_7677,7677,23.634705481704025,93.41752472605536,mizoram,957,11,104,10,29.0,152.95968674326397,4328.855244950351,0,background
B_7678,7678,22.58655670462137,92.7267574215351,mizoram,474,26,258,10,32.0,3331.5227493290804,5610.203169769655,0,background
B_7679,7679,23.522278689703743,92.3671739719965,mizoram,288,5,227,10,29.0,5181.403916057584,7558.20868397468,0,background
B_7680,7680,22.69511402114535,92.77154511821252,mizoram,210,20,357,10,31.0,2781.873165645115,5242.085687251151,0,background
B_7681,7681,24.18234459570406,92.85685499909732,mizoram,172,26,114,10,29.0,4432.612689677308,7716.420303443511,0,background
B_7682,7682,23.77505359388624,93.2163121351058,mizoram,1083,15,69,10,28.0,2633.912469585729,3333.947683888242,0,background
B_7683,7683,23.332906088415605,92.93941544582906,mizoram,632,22,299,10,31.0,1026.2261943087449,2004.0240326778048,0,background
B_7684,7684,23.29821584438378,92.44431649862707,mizoram,338,25,92,10,29.0,169.44966013913972,1087.2736605674795,0,background
B_7685,7685,23.483267117095245,92.40787279076248,mizoram,608,26,145,10,29.0,1244.5052546442666,1577.6629646758404,0,background
B_7686,7686,23.68392428036215,92.44223316347636,mizoram,530,13,78,10,30.0,1094.0249028325188,1212.4561855710504,0,background
B_7687,7687,23.43176250564499,92.350415618228,mizoram,115,20,262,10,28.0,306.30090019430037,5759.897388084548,0,background
B_7688,7688,22.763464779933123,92.47886975984616,mizoram,60,11,90,10,27.0,52.769414747517054,5465.658520878612,0,background
B_7689,7689,23.585745089339163,92.36835498392058,mizoram,252,35,87,10,30.0,6734.9845043641235,13397.746346064429,0,background
B_7690,7690,23.33969860682902,92.57955236041032,mizoram,416,32,264,10,30.0,463.7642871119162,5157.917646842857,0,background
B_7691,7691,22.921758282435405,92.989139615742,mizoram,520,43,322,10,29.0,2476.022936543511,6074.072310878245,0,background
B_7692,7692,22.734179008603014,93.0395854382362,mizoram,1111,36,306,10,31.0,495.4485604179592,1140.8483337692498,0,background
B_7693,7693,23.617081642116418,92.37956498928024,mizoram,327,18,189,10,29.0,7087.472404168345,10934.90907890252,0,background
B_7694,7694,22.951242726554874,93.12103070173907,mizoram,966,23,221,10,32.0,168.33052662892612,3021.922964756687,0,background
B_7695,7695,23.746079093827277,92.4043952094804,mizoram,211,25,4,10,31.0,3643.5061104276824,3048.4431959150775,0,background
B_7696,7696,23.388322846023826,92.55079945268196,mizoram,440,21,175,10,32.0,2821.2820515680814,5374.475792702537,0,background
B_7697,7697,23.796367997240186,92.4158124538033,mizoram,124,11,190,10,29.0,4609.54081117942,7440.717258970588,0,background
B_7698,7698,23.73016616214223,93.23692394468318,mizoram,1011,28,352,30,30.0,301.10223713534083,468.691053509486,0,background
B_7699,7699,23.61478541228348,92.4031330399384,mizoram,595,15,228,10,29.0,5105.4061711679515,9682.578250940787,0,background
B_7700,7700,22.82987197293473,92.53200337091867,mizoram,131,3,0,10,30.0,1618.841331141083,3342.683477435568,0,background
B_7701,7701,22.165983412085694,92.73094469111716,mizoram,212,25,252,10,32.0,2216.4125382913967,3388.789986076424,0,background
B_7702,7702,22.761671940144367,92.9123927753111,mizoram,300,22,51,10,32.0,213.99462250434345,2605.7323224126408,0,background
B_7703,7703,24.118003532802437,92.7323334933788,mizoram,225,7,318,10,29.0,4136.393168527031,6951.182982753307,0,background
B_7704,7704,23.414847783890256,92.436143143483,mizoram,592,21,11,10,31.0,452.6887455385896,747.866905633729,0,background
B_7705,7705,23.01016687680042,92.54845508005968,mizoram,672,7,188,10,31.0,2848.163718794687,8684.967179363932,0,background
B_7706,7706,22.70030400706614,93.0830830974722,mizoram,594,18,78,10,31.0,1123.975318403602,2360.2136405027404,0,background
B_7707,7707,23.992713578374108,92.47279620532927,mizoram,283,20,270,10,26.0,2152.713473281122,1725.3894480135175,0,background
B_7708,7708,23.641192057586903,92.39237084332474,mizoram,396,19,149,10,31.0,7193.237675002397,8134.33013422741,0,background
B_7709,7709,23.694139022669965,92.39488187477308,mizoram,511,17,267,10,32.0,4997.985556548906,3452.76811142635,0,background
B_7710,7710,23.36808005769172,92.48617386531902,mizoram,386,20,226,10,28.0,5549.284060030761,5151.784992917799,0,background
B_7711,7711,24.250296010618708,92.73949109461871,mizoram,90,4,0,10,31.0,517.050733741085,6202.862576079918,0,background
B_7712,7712,23.981991053686578,92.85784655262418,mizoram,578,20,191,10,31.0,1256.7708208430988,5930.634535462956,0,background
B_7713,7713,23.150821776565017,92.42635285321424,mizoram,135,17,346,10,28.0,1138.4886891960684,6266.809733945816,0,background
B_7714,7714,23.456877216216643,92.40169918610675,mizoram,252,20,275,10,28.0,2205.3686093316546,2708.5755954669357,0,background
B_7715,7715,23.423511705812658,92.44919890855112,mizoram,233,21,44,10,28.0,2092.9605304848096,2376.6515937506033,0,background
B_7716,7716,22.599572742218303,92.79040501994272,mizoram,360,35,220,10,29.0,4395.715470281046,8713.874086212003,0,background
B_7717,7717,23.70097598320991,92.30972858328086,mizoram,138,6,319,10,27.0,1708.0064334510996,2155.182763118165,0,background
B_7718,7718,23.901312138240044,92.56661894397745,mizoram,454,8,291,10,30.0,3071.128440981911,4669.868620998389,0,background
B_7719,7719,22.740460836439254,92.9124227661955,mizoram,350,35,6,10,30.0,572.3789952749867,3525.6560572297703,0,background
B_7720,7720,23.545088816690853,92.94302246044708,mizoram,1528,17,190,10,32.0,271.84316896774453,2382.5630464166466,0,background
B_7721,7721,23.040909754960673,92.39229493731416,mizoram,46,4,238,10,28.0,37.33027336602009,7253.04809213556,0,background
B_7722,7722,22.076991533627055,92.9150011919644,mizoram,78,6,319,10,28.0,122.72506470559978,896.0337453020438,0,background
B_7723,7723,22.27802345447869,92.97119902731028,mizoram,572,18,273,10,30.0,1986.709091881063,4564.315436784426,0,background
B_7724,7724,22.91549207547678,93.06726101399174,mizoram,1415,56,138,10,33.0,1236.6783875089864,2433.8936127576926,0,background
B_7725,7725,23.03683325382787,92.51320738318564,mizoram,156,17,225,10,31.0,277.70558541327875,4164.322065333212,0,background
B_7726,7726,22.609665853140474,93.03749965369698,mizoram,1295,30,218,10,30.0,224.94085076089064,1583.1778577379444,0,background
B_7727,7727,23.322009852193226,92.42740855171864,mizoram,635,20,296,10,29.0,1257.53265963912,3159.220009309415,0,background
B_7728,7728,24.016452004005032,92.42558596228112,mizoram,156,10,331,10,27.0,4628.8721522128735,1555.2937403285082,0,background
B_7729,7729,23.36820365704243,92.37322560250098,mizoram,82,3,216,10,28.0,89.53946778537458,1689.513380517005,0,background
B_7730,7730,23.54170435524726,92.35857456254064,mizoram,435,28,100,10,30.0,5991.835190635085,9733.665983740077,0,background
B_7731,7731,23.939187923866456,92.60035967966252,mizoram,520,18,139,10,30.0,2236.3840849959247,4305.181084154817,0,background
B_7732,7732,23.361868478202744,92.57042901881697,mizoram,470,18,60,10,28.0,0.9000457537762351,4644.376078796741,0,background
B_7733,7733,23.270238839683905,92.4040141073914,mizoram,79,10,231,10,27.0,64.2721740322195,315.88894079729494,0,background
B_7734,7734,22.810715211788352,92.55084765105228,mizoram,95,22,131,10,28.0,423.2202195698586,1379.8712611732135,0,background
B_7735,7735,22.60067457184855,92.7834324147656,mizoram,230,30,244,10,28.0,4502.315763859432,9179.034276545355,0,background
B_7736,7736,22.25762446436084,92.82020344694769,mizoram,323,22,79,10,34.0,460.6149795718958,923.7635148168104,0,background
B_7737,7737,23.382651284191727,92.56862401122054,mizoram,357,20,163,10,32.0,1669.4601901984877,5868.587944835393,0,background
B_7738,7738,23.394668050003972,92.37781557391008,mizoram,105,3,133,10,32.0,529.5038050487047,1937.1933560886096,0,background
B_7739,7739,22.093620738877753,92.92794660669716,mizoram,168,20,142,10,30.0,334.2625140369914,3031.887243424693,0,background
B_7740,7740,22.901341051437903,93.1162568947878,mizoram,874,25,128,30,31.0,645.3545058846111,2607.603363569678,0,background
B_7741,7741,22.322623761881943,92.82699941282608,mizoram,164,11,206,10,29.0,696.4306891644222,3608.971383975844,0,background
B_7742,7742,22.952615775989027,92.42226263022212,mizoram,139,17,270,10,28.0,60.76816058253062,5005.638941051374,0,background
B_7743,7743,23.322031873546266,92.96765181256195,mizoram,1477,15,135,10,30.0,264.5219159519185,4903.63012048875,0,background
B_7744,7744,22.630678457604272,92.80576677482787,mizoram,281,30,158,10,29.0,2021.7623400581024,5324.750077781104,0,background
B_7745,7745,23.14046167439989,92.45922796053028,mizoram,86,18,78,10,30.0,200.6481304083097,5515.729147142828,0,background
B_7746,7746,22.5831488324634,92.79671183521008,mizoram,406,18,150,10,30.0,2781.045008300968,8233.14493637056,0,background
B_7747,7747,23.373794937663053,92.44430718906445,mizoram,457,12,86,10,30.0,1359.9536171182085,4193.269436195679,0,background
B_7748,7748,22.997745772980316,92.43977560985752,mizoram,185,6,327,10,29.0,2610.462029482682,6683.671239511541,0,background
B_7749,7749,22.95460251739211,93.09680208105884,mizoram,841,25,148,10,31.0,507.5495813434943,1995.4631502974244,0,background
B_7750,7750,23.494515551134203,92.37069662196764,mizoram,404,27,29,10,28.0,4675.19610816311,5506.406039268595,0,background
B_7751,7751,22.07838727184037,92.60400707002724,mizoram,309,10,238,10,27.0,1525.6844223074424,2157.414930172418,0,background
B_7752,7752,23.594341129444548,93.25826971170731,mizoram,1348,16,87,10,31.0,568.5319132092795,1616.7863281903285,0,background
B_7753,7753,24.092947071735363,93.0046142249018,mizoram,579,26,259,10,27.0,185.4286599938845,3216.359754076896,0,background
B_7754,7754,22.024950266690546,92.93274897141988,mizoram,129,14,307,10,30.0,492.26093905154414,993.8848273203712,0,background
B_7755,7755,22.984864533250136,93.11039036636986,mizoram,747,20,349,10,28.0,605.8053692849584,941.5940733127223,0,background
B_7756,7756,22.966360225558844,92.54270789093198,mizoram,310,20,100,10,30.0,1500.758648501366,9987.438249171651,0,background
B_7757,7757,22.093660105756378,92.95968061365076,mizoram,233,25,233,10,27.0,1049.6583657976887,4824.894720998196,0,background
B_7758,7758,23.01034773990531,92.542356375932,mizoram,623,20,309,10,31.0,2255.8920126129224,8136.2403754336465,0,background
B_7759,7759,22.90965999036244,92.64685036000974,mizoram,325,26,258,10,28.0,1097.203236271523,7030.632508074002,0,background
B_7760,7760,22.58969931920352,93.13842654027212,mizoram,429,27,116,10,32.0,3409.334095401264,4446.697322023824,0,background
B_7761,7761,22.584149912469613,93.08631622863852,mizoram,957,25,230,10,30.0,859.0288257560701,1542.0780740655898,0,background
B_7762,7762,23.929912367262467,92.54618830386376,mizoram,385,7,228,10,29.0,5559.64790990628,5420.184426141467,0,background
B_7763,7763,23.75512533682437,92.4086714966221,mizoram,237,27,275,10,29.0,3658.998071733743,3928.8806929037264,0,background
B_7764,7764,23.002379947159476,92.39204006667649,mizoram,48,2,209,10,25.0,714.952338242541,9901.047001297316,0,background
B_7765,7765,23.107474229849977,92.47909531170622,mizoram,103,15,83,10,30.0,1240.7968465814668,2907.447737228012,0,background
B_7766,7766,23.604447641723777,92.54031095702972,mizoram,287,31,195,10,33.0,5457.561450699764,8748.458856946276,0,background
B_7767,7767,23.09974787593494,92.40328238961428,mizoram,117,9,65,10,28.0,286.4685702570747,5490.829251066418,0,background
B_7768,7768,23.685360978292053,93.40306683506287,mizoram,1161,9,240,10,34.0,20.74215708277884,1900.5128657696791,0,background
B_7769,7769,23.796568571380966,93.25252390155568,mizoram,1737,8,90,10,32.0,1906.2685947001264,4148.17029305584,0,background
B_7770,7770,22.903820042800714,93.01050865265483,mizoram,928,44,349,10,30.0,2585.0735851777085,8030.870233433689,0,background
B_7771,7771,23.892730962301997,92.54960003498935,mizoram,376,14,277,10,30.0,3616.731502096068,4743.050282389564,0,background
B_7772,7772,23.569319839625663,92.38756040837796,mizoram,259,17,336,10,29.0,4256.9716422369775,11007.54899921382,0,background
B_7773,7773,23.387126569764,92.53945847449774,mizoram,696,12,175,10,29.0,3541.0517095491555,4884.235573415614,0,background
B_7774,7774,24.11890931279497,92.87263988738758,mizoram,226,7,324,10,33.0,2372.2702181878744,5148.2099510149965,0,background
B_7775,7775,22.262769718293033,92.87481388110768,mizoram,536,24,86,10,33.0,15.552067699051292,1316.6477465281312,0,background
B_7776,7776,22.989022079888212,92.4283435476191,mizoram,504,30,60,10,33.0,2348.567199465784,8140.047648829326,0,background
B_7777,7777,24.04794412731544,92.71844684082645,mizoram,140,5,290,10,27.0,4249.748342977546,4588.310214162779,0,background
B_7778,7778,24.220169455565163,92.87513014832794,mizoram,121,9,192,10,29.0,4384.820498258077,7067.431869980638,0,background
B_7779,7779,23.11138795874486,92.4869772377412,mizoram,174,32,243,10,29.0,1821.8500824802,2060.7397884991306,0,background
B_7780,7780,23.36897516526895,92.41478595346182,mizoram,324,25,187,10,28.0,1249.403115812363,4819.924614608966,0,background
B_7781,7781,23.04033008377379,92.45595437655012,mizoram,216,2,295,10,27.0,1960.1511406924424,2131.475561800081,0,background
B_7782,7782,22.726805859108893,92.93245689585416,mizoram,392,30,58,10,32.0,840.5062820888751,6070.3798943411275,0,background
B_7783,7783,23.919112668731863,93.39195936177326,mizoram,611,22,132,10,31.0,3195.787836106384,3433.953587491644,0,background
B_7784,7784,24.070035099189987,92.71186937448992,mizoram,235,34,52,10,26.0,3086.164963613092,3885.7454911766617,0,background
B_7785,7785,23.317439001914437,92.52014676484632,mizoram,657,34,19,10,30.0,3425.90682767989,3087.6916593852015,0,background
B_7786,7786,22.894200070563965,92.63706318456391,mizoram,135,14,75,10,29.0,843.1090999369101,5415.7985395614905,0,background
B_7787,7787,22.88709541830794,93.10533715683631,mizoram,1071,24,139,10,31.0,3.0050529646311976,697.0221005256847,0,background
B_7788,7788,23.527353514521025,92.43619693847384,mizoram,447,9,90,10,33.0,1728.377976363266,6076.421831156961,0,background
B_7789,7789,23.369375454661917,92.46979710500734,mizoram,284,18,236,10,26.0,4009.7149009132654,5949.379256077444,0,background
B_7790,7790,22.311427216438055,92.93845267664042,mizoram,1070,11,170,10,30.0,2185.714904978886,3749.624690679677,0,background
B_7791,7791,24.0254515481417,92.4695070074675,mizoram,204,16,147,10,30.0,3380.9290661825135,4311.564917882469,0,background
B_7792,7792,23.474089597049225,92.35451643524117,mizoram,120,3,227,10,29.0,2268.8766554745716,6694.863702704102,0,background
B_7793,7793,22.233209551961263,92.79841129540144,mizoram,518,37,51,10,33.0,316.20596116420666,333.03353220447707,0,background
B_7794,7794,23.795263645919224,92.30074952716518,mizoram,162,16,298,10,26.0,3757.3209034331894,7128.0952907167975,0,background
B_7795,7795,22.817067724311585,93.077987973742,mizoram,356,34,342,10,29.0,538.505046332137,2436.8053192387756,0,background
B_7796,7796,22.756233738430673,93.07449589343746,mizoram,1100,30,283,10,29.0,5.148036381167795,3212.6048665742524,0,background
B_7797,7797,22.59565831774383,92.71692887264034,mizoram,390,22,211,10,30.0,2406.775408195944,4644.008642901572,0,background
B_7798,7798,22.308071633055604,92.81278250937544,mizoram,254,13,78,10,31.0,1130.2955428956973,2245.764403601571,0,background
B_7799,7799,23.350556115251106,92.38803517073065,mizoram,71,4,103,10,26.0,652.7569585587516,4148.928883612056,0,background
B_7800,7800,22.87023268959098,93.09109061663266,mizoram,983,17,238,10,29.0,30.61240620593337,1705.8103192699011,0,background
B_7801,7801,22.587597449934332,92.58584801242463,mizoram,227,15,27,10,28.0,3281.1531190659666,4136.541070485113,0,background
B_7802,7802,22.565467731694415,93.08283645737224,mizoram,579,25,268,10,30.0,463.11803600668225,3368.164684948545,0,background
B_7803,7803,24.19865987086103,92.87342653609164,mizoram,174,7,263,10,30.0,5103.551004171353,6792.758295420382,0,background
B_7804,7804,22.583901349418177,92.73361821269452,mizoram,676,9,206,10,33.0,3265.694165371984,6327.005035847856,0,background
B_7805,7805,24.05347553051014,92.98034482063426,mizoram,398,10,180,10,30.0,1496.7133508524532,4376.372308861678,0,background
B_7806,7806,23.364705712592848,92.5331079489253,mizoram,543,18,56,10,30.0,3336.6368715780286,2323.3334311297494,0,background
B_7807,7807,22.51558375024057,93.06933760957342,mizoram,555,9,60,10,30.0,1425.7772446395536,3863.95320488826,0,background
B_7808,7808,22.751870041535007,92.7788455579346,mizoram,462,24,246,10,31.0,1695.004862674448,6633.583556058115,0,background
B_7809,7809,22.96313179187544,92.63371683891556,mizoram,345,33,277,10,28.0,2166.6345440924833,9590.302077617214,0,background
B_7810,7810,22.91442955455672,93.02334823453128,mizoram,225,7,295,80,27.0,4313.397235782605,6399.447505589417,0,background
B_7811,7811,23.331391126403513,92.43967872303736,mizoram,578,10,47,10,30.0,14.245885152092429,4144.171926476816,0,background
B_7812,7812,22.46543259082068,92.82584026852702,mizoram,427,31,237,10,33.0,4650.7463603495635,6954.652854236083,0,background
B_7813,7813,23.336999851630683,93.1785632127212,mizoram,966,15,241,30,29.0,279.5653692485979,6278.074036829268,0,background
B_7814,7814,23.2531712681839,92.41348602822664,mizoram,85,2,245,10,28.0,162.9374024330656,1878.0844256286312,0,background
B_7815,7815,23.068234875884084,92.4788901069532,mizoram,112,13,203,10,30.0,311.199740402724,2199.0062368804424,0,background
B_7816,7816,23.04502324901197,92.50885088979582,mizoram,141,7,205,10,30.0,330.9022438646884,3527.3469018908927,0,background
B_7817,7817,22.194026382608257,92.84516127476518,mizoram,411,32,0,10,28.0,3097.3665772231257,5150.474909760163,0,background
B_7818,7818,23.77271928700901,92.45367810535645,mizoram,407,14,209,10,30.0,513.7562556387077,6267.866810920253,0,background
B_7819,7819,22.702212988130032,92.78907318119198,mizoram,544,21,199,10,32.0,1108.4337781579477,3683.069466032935,0,background
B_7820,7820,22.532136507100223,93.08417817179397,mizoram,721,16,286,10,29.0,151.40146264878382,5379.173413025141,0,background
B_7821,7821,23.549611818324596,92.34135854316564,mizoram,192,14,289,10,29.0,4926.9991086884165,11562.543501816022,0,background
B_7822,7822,23.616832227679858,92.43061405204352,mizoram,886,20,46,10,29.0,3042.526887946866,8349.184367586051,0,background
B_7823,7823,23.08277244042157,92.47420316501842,mizoram,135,14,244,10,33.0,270.1449589546532,3765.5227359217592,0,background
B_7824,7824,23.471439261334275,92.40597114325638,mizoram,454,19,204,10,28.0,1844.6634203847489,1479.784090689884,0,background
B_7825,7825,22.042388496022248,92.9327595864233,mizoram,227,14,288,10,30.0,365.2836840989051,2765.876218512133,0,background
B_7826,7826,22.251981316006216,93.16282549766994,mizoram,552,32,161,30,34.0,732.1345701214875,4067.6800950411007,0,background
B_7827,7827,23.46466643703351,92.4513825008921,mizoram,233,20,243,10,29.0,2494.2104626609116,3378.85208501845,0,background
B_7828,7828,23.32233741440593,92.38820122619524,mizoram,92,5,110,10,31.0,1048.0297133610763,5671.227773625912,0,background
B_7829,7829,22.6719548132249,92.94169327749528,mizoram,477,21,255,10,26.0,2627.716924058796,2941.1567330663306,0,background
B_7830,7830,22.954082680697088,93.07444158863308,mizoram,1132,31,30,10,27.0,500.8108426859043,1865.9536487957691,0,background
B_7831,7831,23.10653836746935,92.42036419428884,mizoram,175,17,108,10,29.0,132.88943356238502,7339.506754151248,0,background
B_7832,7832,23.79980152568751,92.4253218547037,mizoram,299,11,256,10,31.0,4248.490090708294,7163.4970006126,0,background
B_7833,7833,23.44697191158906,92.41371709903582,mizoram,551,33,84,10,31.0,1186.506642354591,3118.33819110782,0,background
B_7834,7834,22.67098038716058,93.08653838114527,mizoram,640,23,27,10,29.0,1216.7926870738102,3479.774511706913,0,background
B_7835,7835,22.578357102431156,92.73601776951148,mizoram,481,19,98,10,32.0,2623.7517318309583,6638.693183683192,0,background
B_7836,7836,23.38700097839873,92.37132654561069,mizoram,80,2,115,10,29.0,33.30884501982685,864.6605149068505,0,background
B_7837,7837,23.484989564909796,93.14340956884529,mizoram,1057,27,261,10,31.0,901.370716732075,5335.044388649646,0,background
B_7838,7838,23.062522219212575,92.9603069146138,mizoram,377,13,0,10,33.0,592.6783605421655,3100.3919198647804,0,background
B_7839,7839,23.317176928732117,92.39237612137458,mizoram,107,8,118,10,28.0,772.8619526191901,5007.010240054877,0,background
B_7840,7840,22.07070707513953,92.60923720038627,mizoram,392,23,29,30,28.0,2069.5992307214487,3005.302849665657,0,background
B_7841,7841,23.12397841099073,92.42356429113764,mizoram,154,21,47,10,30.0,638.3427243869967,7081.980885128756,0,background
B_7842,7842,23.46145665798183,92.35590316031102,mizoram,113,13,171,10,28.0,2263.497318446267,6711.11824085359,0,background
B_7843,7843,23.355040473163104,92.5666856360954,mizoram,568,8,77,10,29.0,0.4171225706769734,4010.5211898356447,0,background
B_7844,7844,22.890371303419077,93.0555504464182,mizoram,480,30,242,10,29.0,3123.869476775466,4618.305057654331,0,background
B_7845,7845,22.261278898362097,92.83724569485943,mizoram,184,20,8,10,28.0,599.878673601787,1184.5552442502983,0,background
B_7846,7846,22.66335300590966,93.05716002542977,mizoram,1241,14,168,10,32.0,2913.5432543430884,3249.4290439799506,0,background
B_7847,7847,22.0568590648046,92.60819699815583,mizoram,377,15,118,30,29.0,3566.203428296535,4445.5820623573645,0,background
B_7848,7848,24.24632724550277,92.87259256776224,mizoram,116,6,213,10,29.0,5468.409856330405,6011.46566418411,0,background
B_7849,7849,24.2392870879976,92.87351779864451,mizoram,79,15,45,30,29.0,5052.060190846273,6529.0187340301945,0,background
B_7850,7850,23.351319103422068,92.4314473439897,mizoram,712,33,27,10,28.0,288.9814608612269,6325.708130047381,0,background
B_7851,7851,22.624237997634605,93.03337140358968,mizoram,1531,23,209,10,30.0,940.3137390139966,2495.4527879337807,0,background
B_7852,7852,23.57332981130493,92.42529434985234,mizoram,619,20,197,10,30.0,807.0363901340786,10952.208888568128,0,background
B_7853,7853,22.76555933132293,92.89428004179412,mizoram,677,28,324,10,30.0,251.22501122255343,849.8627708653905,0,background
B_7854,7854,23.194274615470754,92.42631351363104,mizoram,85,16,52,10,29.0,22.002219970779155,5658.802647674656,0,background
B_7855,7855,24.04556219998515,92.5518498464892,mizoram,71,10,209,10,29.0,4518.94038357771,4610.1855073537845,0,background
